gene_id,gene_name,WT_1,WT_2,WT_3,WT_4,KO_1,KO_2,KO_3,KO_4
ENSG00010002330,GENE2331,245.39,349.69,241.22,150.84,280.70,252.84,237.24,225.03
ENSG00010002331,GENE2332,246.54,312.82,269.62,239.58,285.02,266.64,376.60,156.62
ENSG00010002332,GENE2333,73.18,34.91,29.62,51.50,45.89,65.08,54.09,52.30
ENSG00010002333,GENE2334,14.52,14.09,16.00,11.44,14.15,7.86,11.72,15.42
ENSG00010002334,GENE2335,86.91,152.12,152.19,87.04,118.68,102.76,91.94,95.73
ENSG00010002335,GENE2336,157.99,124.10,157.54,93.33,75.36,117.70,117.87,161.20
ENSG00010002336,GENE2337,778.43,560.16,459.54,542.39,417.13,532.32,670.77,593.55
ENSG00010002337,GENE2338,1593.63,2102.71,2770.42,2257.88,2255.36,2582.81,2504.43,1674.97
ENSG00010002338,GENE2339,2850.54,3308.79,2704.58,1899.75,3700.94,3004.03,3154.91,2739.78
ENSG00010002339,GENE2340,59.60,98.25,80.86,83.74,89.72,89.60,85.43,64.15
ENSG00010002340,GENE2341,12.55,14.10,17.48,11.66,1.73,1.39,1.26,1.17
ENSG00010002341,GENE2342,63.58,47.64,51.37,71.79,84.72,77.45,61.25,51.05
ENSG00010002342,GENE2343,61.72,26.62,38.35,44.96,45.49,51.68,35.71,66.05
ENSG00010002343,GENE2344,3334.00,2285.02,3330.83,2777.23,760.34,1587.94,925.08,1216.46
ENSG00010002344,GENE2345,27.19,37.30,18.38,27.82,17.01,25.43,27.16,18.24
ENSG00010002345,GENE2346,12.82,15.58,13.29,12.59,14.53,11.59,8.94,12.22
ENSG00010002346,GENE2347,578.09,632.03,510.51,325.76,298.20,495.49,284.34,187.13
ENSG00010002347,GENE2348,48.83,34.65,37.33,60.66,28.76,58.69,41.96,47.86
ENSG00010002348,GENE2349,115.27,154.01,110.23,128.22,107.95,75.26,132.54,59.63
ENSG00010002349,GENE2350,187.46,217.32,275.41,170.58,187.35,296.13,229.47,206.82
ENSG00010002350,GENE2351,11.25,9.18,7.15,9.74,9.02,4.34,9.73,9.13
ENSG00010002351,GENE2352,6.04,4.05,5.06,3.76,5.13,5.21,3.62,3.30
ENSG00010002352,GENE2353,63.17,49.52,34.16,48.69,41.41,36.84,36.06,41.11
ENSG00010002353,GENE2354,578.25,903.37,524.46,615.82,787.27,818.72,961.63,872.91
ENSG00010002354,GENE2355,714.77,504.32,624.50,563.70,403.34,669.04,937.64,482.05
ENSG00010002355,GENE2356,811.17,841.91,710.12,754.77,909.00,711.42,877.76,591.21
ENSG00010002356,GENE2357,2691.90,3291.57,2150.11,1933.46,3955.31,2067.19,2613.99,3029.37
ENSG00010002357,GENE2358,47.57,27.79,37.57,28.15,34.30,22.50,41.81,25.71
ENSG00010002358,GENE2359,192.11,209.16,167.34,184.17,156.36,212.59,152.25,194.36
ENSG00010002359,GENE2360,17.23,20.24,14.96,16.88,20.49,14.34,19.44,21.83
ENSG00010002360,GENE2361,23.47,14.07,13.60,36.96,13.02,14.14,16.03,16.30
ENSG00010002361,GENE2362,144.39,134.81,59.16,94.12,110.93,84.78,93.73,80.48
ENSG00010002362,GENE2363,941.61,1119.79,1780.12,1091.54,222.18,469.78,300.34,348.88
ENSG00010002363,GENE2364,11.31,19.91,11.25,11.11,15.37,15.32,9.55,12.26
ENSG00010002364,GENE2365,881.74,624.33,1192.27,1385.59,1284.02,1156.97,1197.47,1151.25
ENSG00010002365,GENE2366,2553.07,1975.34,2649.76,4014.52,2801.43,3251.21,2917.26,2650.50
ENSG00010002366,GENE2367,595.40,575.52,524.09,558.73,569.54,706.56,907.70,579.08
ENSG00010002367,GENE2368,75.12,48.26,64.02,45.09,46.28,79.00,52.90,75.17
ENSG00010002368,GENE2369,6.39,8.30,6.07,8.35,8.30,6.43,6.02,8.38
ENSG00010002369,GENE2370,15.57,15.98,18.50,12.97,11.29,8.81,17.39,13.35
ENSG00010002370,GENE2371,35.45,46.13,29.72,23.76,34.15,21.58,23.95,33.66
ENSG00010002371,GENE2372,472.75,536.20,593.78,391.03,655.16,523.43,675.28,716.06
ENSG00010002372,GENE2373,2140.80,1347.97,1606.79,1672.71,938.82,1594.05,2011.26,2222.80
ENSG00010002373,GENE2374,4.64,2.52,4.21,5.19,6.81,2.64,3.76,2.75
ENSG00010002374,GENE2375,1167.67,1734.57,1461.61,1091.66,1037.69,1090.76,799.66,1031.39
ENSG00010002375,GENE2376,7.69,8.46,6.50,5.51,8.30,10.57,10.20,8.24
ENSG00010002376,GENE2377,11.33,12.50,12.57,20.34,13.05,13.62,10.93,15.59
ENSG00010002377,GENE2378,1573.58,1537.07,2064.44,2026.12,2618.73,5307.38,5199.35,3616.43
ENSG00010002378,GENE2379,29.42,40.29,32.29,20.48,10.78,7.32,6.96,9.30
ENSG00010002379,GENE2380,32.45,18.81,28.52,23.74,28.70,20.38,24.06,28.13
ENSG00010002380,GENE2381,4151.47,3859.17,2819.77,2156.24,4162.28,3283.70,2747.57,2882.79
ENSG00010002381,GENE2382,11.12,30.58,18.50,17.92,17.98,11.96,16.43,14.58
ENSG00010002382,GENE2383,1009.81,786.59,863.00,950.24,728.65,1032.17,1250.08,991.95
ENSG00010002383,GENE2384,776.31,993.88,794.41,916.76,994.24,742.15,792.01,631.03
ENSG00010002384,GENE2385,10.44,14.96,14.76,11.59,7.92,9.27,13.42,15.21
ENSG00010002385,GENE2386,164.55,165.94,171.36,203.27,213.90,181.05,183.07,103.86
ENSG00010002386,GENE2387,19.60,14.24,12.20,16.00,18.56,16.23,17.25,14.60
ENSG00010002387,GENE2388,605.32,575.86,474.37,460.92,3622.83,4804.46,6910.27,5086.74
ENSG00010002388,GENE2389,3018.30,2583.39,3725.26,3573.74,3950.59,4062.04,2688.48,4911.80
ENSG00010002389,GENE2390,312.97,377.15,307.51,311.81,204.34,380.16,345.14,337.73
ENSG00010002390,GENE2391,89.79,73.37,59.67,92.61,49.39,75.40,104.30,69.93
ENSG00010002391,GENE2392,1182.17,804.79,1401.74,1212.01,685.21,1141.65,918.52,1029.50
ENSG00010002392,GENE2393,1376.43,1964.31,2337.48,2376.67,1481.07,1976.13,1147.24,1746.84
ENSG00010002393,GENE2394,4.21,6.15,5.60,7.99,4.93,5.49,5.58,6.51
ENSG00010002394,GENE2395,5199.90,3612.48,2380.61,4568.85,3095.53,3287.35,2947.52,3981.88
ENSG00010002395,GENE2396,1988.03,2481.22,2155.89,2249.93,2027.12,1478.71,1636.98,2603.69
ENSG00010002396,GENE2397,229.53,367.96,481.08,443.88,200.37,233.07,302.58,502.38
ENSG00010002397,GENE2398,76.67,50.39,65.45,51.18,52.33,95.13,66.84,41.29
ENSG00010002398,GENE2399,76.89,80.46,75.48,81.48,109.10,98.03,76.57,63.02
ENSG00010002399,GENE2400,377.60,606.88,270.56,602.34,490.51,330.68,366.96,338.12
ENSG00010002400,GENE2401,21.20,12.37,18.91,19.73,19.29,17.33,14.34,14.97
ENSG00010002401,GENE2402,2150.68,3214.70,3144.84,2414.41,2417.65,3434.23,2879.23,4108.04
ENSG00010002402,GENE2403,24.95,28.44,17.38,23.41,15.70,19.81,30.28,16.48
ENSG00010002403,GENE2404,7.05,4.56,6.85,5.20,7.46,6.44,5.63,6.13
ENSG00010002404,GENE2405,8.50,13.08,7.01,8.94,55.79,60.47,56.64,61.29
ENSG00010002405,GENE2406,9.47,8.77,10.90,9.45,8.26,9.03,9.52,15.12
ENSG00010002406,GENE2407,9.13,13.32,6.18,6.78,8.13,8.24,9.35,7.30
ENSG00010002407,GENE2408,221.97,147.85,133.35,127.09,320.57,301.78,227.61,243.96
ENSG00010002408,GENE2409,8.48,8.78,5.27,10.37,6.74,7.72,9.92,6.45
ENSG00010002409,GENE2410,21.98,22.11,14.50,22.83,15.21,19.73,25.60,22.22
ENSG00010002410,GENE2411,1153.20,2184.08,1989.32,1673.81,2298.04,2463.75,2648.36,2172.57
ENSG00010002411,GENE2412,11.21,12.83,8.24,11.82,19.62,13.87,13.40,11.84
ENSG00010002412,GENE2413,786.83,557.73,657.30,1014.28,866.12,559.84,722.97,318.44
ENSG00010002413,GENE2414,3903.32,2604.51,3398.00,3929.14,2799.47,3201.25,3075.76,3950.02
ENSG00010002414,GENE2415,33.78,47.96,42.71,75.54,40.41,42.62,63.02,36.21
ENSG00010002415,GENE2416,1968.84,3734.98,3522.47,3027.60,2655.84,2508.06,3041.38,2483.74
ENSG00010002416,GENE2417,1366.86,982.17,1073.09,929.46,1208.62,1404.10,845.25,1187.54
ENSG00010002417,GENE2418,1055.82,980.99,956.68,684.51,1081.23,1136.31,1018.68,896.92
ENSG00010002418,GENE2419,5.53,6.43,5.03,8.20,6.51,9.03,5.17,5.45
ENSG00010002419,GENE2420,32.25,24.66,43.95,25.31,23.00,30.15,28.77,16.09
ENSG00010002420,GENE2421,11.26,9.78,15.22,6.67,11.12,14.00,14.54,17.72
ENSG00010002421,GENE2422,11.55,15.93,15.66,10.05,13.59,14.24,11.44,14.42
ENSG00010002422,GENE2423,790.52,574.94,384.30,370.07,634.61,1416.23,738.39,1044.48
ENSG00010002423,GENE2424,21.69,38.51,24.26,28.35,21.71,23.59,27.23,18.36
ENSG00010002424,GENE2425,11.62,10.69,7.77,11.26,11.84,11.53,12.43,12.02
ENSG00010002425,GENE2426,65.74,59.18,39.48,40.61,61.51,56.64,59.13,71.91
ENSG00010002426,GENE2427,120.94,135.27,104.09,130.71,150.11,150.36,85.80,126.87
ENSG00010002427,GENE2428,1995.21,1944.37,1853.14,1651.77,1635.79,2302.85,1629.42,2537.32
ENSG00010002428,GENE2429,53.30,29.99,30.72,37.68,31.92,34.98,34.41,42.99
ENSG00010002429,GENE2430,6.85,5.23,8.18,8.32,7.02,8.94,8.67,6.32
ENSG00010002430,GENE2431,48.89,50.80,73.39,76.31,43.48,78.22,85.78,56.01
ENSG00010002431,GENE2432,108.50,182.68,125.11,72.73,140.44,120.74,106.01,183.11
ENSG00010002432,GENE2433,79.06,86.72,100.37,85.03,85.02,132.30,88.93,51.84
ENSG00010002433,GENE2434,11.68,10.21,18.43,18.46,11.89,27.75,27.13,13.25
ENSG00010002434,GENE2435,227.30,354.51,303.11,315.28,166.99,138.54,152.58,220.49
ENSG00010002435,GENE2436,193.60,174.96,225.32,204.41,202.48,170.73,216.75,247.78
ENSG00010002436,GENE2437,361.90,405.49,347.23,429.37,1574.90,1719.20,1790.10,1471.78
ENSG00010002437,GENE2438,251.23,298.77,292.64,387.41,468.75,237.46,385.21,530.19
ENSG00010002438,GENE2439,376.25,520.43,573.61,327.60,655.68,368.80,263.74,365.68
ENSG00010002439,GENE2440,177.71,123.80,164.97,260.03,21.66,20.41,15.92,18.64
ENSG00010002440,GENE2441,127.18,74.57,100.61,83.80,92.85,111.98,81.46,93.74
ENSG00010002441,GENE2442,6.22,6.78,7.85,7.32,4.29,6.62,3.62,8.69
ENSG00010002442,GENE2443,4163.36,4979.57,3297.52,3023.00,3889.70,5164.19,4150.26,3158.30
ENSG00010002443,GENE2444,124.98,139.92,102.00,107.41,181.41,110.11,120.41,135.10
ENSG00010002444,GENE2445,3.98,3.06,4.45,5.87,6.22,7.56,6.02,7.14
ENSG00010002445,GENE2446,538.93,653.42,886.78,784.03,535.63,618.81,862.37,1130.11
ENSG00010002446,GENE2447,699.00,914.84,403.83,481.65,430.56,591.60,335.02,466.10
ENSG00010002447,GENE2448,692.12,476.24,523.99,617.46,363.17,558.94,479.74,716.04
ENSG00010002448,GENE2449,4.57,6.52,4.70,6.17,4.23,4.42,5.79,4.25
ENSG00010002449,GENE2450,2511.31,2036.33,2199.72,1747.35,2431.72,2294.38,3045.87,1911.96
ENSG00010002450,GENE2451,2509.32,3834.05,2985.50,3747.39,3993.30,3429.15,3499.28,2598.59
ENSG00010002451,GENE2452,154.12,113.78,146.29,176.35,165.70,123.12,162.59,104.11
ENSG00010002452,GENE2453,3352.16,2790.05,3072.07,4027.71,2069.00,1917.98,2379.93,1799.96
ENSG00010002453,GENE2454,41.32,48.17,46.34,67.48,38.81,69.20,54.77,59.34
ENSG00010002454,GENE2455,25.43,30.00,29.81,21.89,30.64,32.90,41.12,26.22
ENSG00010002455,GENE2456,5.60,7.62,4.96,6.01,42.77,46.30,43.30,37.05
ENSG00010002456,GENE2457,58.25,107.48,66.71,63.20,168.75,79.12,137.67,117.37
ENSG00010002457,GENE2458,139.08,138.15,147.75,186.63,155.78,148.30,159.87,183.96
ENSG00010002458,GENE2459,90.82,94.35,99.97,71.97,66.44,78.33,76.91,85.21
ENSG00010002459,GENE2460,1117.64,996.00,922.73,849.67,898.01,1027.49,1359.46,902.40
ENSG00010002460,GENE2461,122.96,75.43,90.23,84.38,40.57,39.04,22.26,45.14
ENSG00010002461,GENE2462,11.97,11.52,11.63,16.20,18.30,12.73,13.51,13.23
ENSG00010002462,GENE2463,4.76,2.92,5.21,9.28,0.59,0.37,0.38,0.49
ENSG00010002463,GENE2464,55.26,45.99,51.50,64.26,46.54,46.81,33.01,52.33
ENSG00010002464,GENE2465,788.76,1123.22,769.49,1125.06,1264.26,908.37,1180.52,1144.15
ENSG00010002465,GENE2466,40.78,62.98,59.51,58.31,72.13,49.98,51.67,47.84
ENSG00010002466,GENE2467,580.03,564.62,736.72,860.49,1033.19,1153.84,795.67,1098.22
ENSG00010002467,GENE2468,13.46,14.78,21.12,12.13,14.39,15.01,14.47,15.77
ENSG00010002468,GENE2469,7.58,6.25,7.57,9.11,8.43,5.52,5.30,5.46
ENSG00010002469,GENE2470,37.07,28.64,28.77,20.37,29.58,37.14,48.30,31.38
ENSG00010002470,GENE2471,189.97,128.89,276.08,164.75,150.59,150.89,144.17,160.17
ENSG00010002471,GENE2472,88.23,117.41,86.00,70.03,121.44,111.95,81.86,87.68
ENSG00010002472,GENE2473,7.70,8.15,6.58,6.20,11.40,8.40,7.69,7.87
ENSG00010002473,GENE2474,110.02,106.90,127.49,73.00,120.13,118.07,99.34,158.05
ENSG00010002474,GENE2475,1575.77,2875.13,1772.75,1554.22,2390.97,2314.72,1579.14,2161.59
ENSG00010002475,GENE2476,59.10,52.27,72.76,87.19,115.18,43.95,103.85,121.23
ENSG00010002476,GENE2477,501.63,370.09,457.58,509.98,421.42,516.04,447.86,471.47
ENSG00010002477,GENE2478,17.48,15.63,13.44,19.08,27.03,18.90,21.86,14.32
ENSG00010002478,GENE2479,6.84,4.11,7.10,4.51,3.96,4.61,5.71,7.60
ENSG00010002479,GENE2480,6.49,5.00,8.15,6.69,68.85,60.99,70.77,54.74
ENSG00010002480,GENE2481,19.51,14.86,13.90,14.00,17.59,15.10,15.07,16.04
ENSG00010002481,GENE2482,2578.27,2091.04,2457.84,1716.74,2844.43,2071.13,1587.87,2506.82
ENSG00010002482,GENE2483,58.84,72.89,48.18,36.77,51.10,48.21,54.13,42.66
ENSG00010002483,GENE2484,43.29,37.88,39.64,41.39,49.52,41.75,48.35,48.87
ENSG00010002484,GENE2485,1589.67,1175.19,980.16,1042.99,1618.90,1824.11,1922.69,2108.46
ENSG00010002485,GENE2486,6.96,4.66,3.78,5.36,7.07,7.40,5.17,6.25
ENSG00010002486,GENE2487,94.51,117.83,118.35,68.87,95.97,139.09,128.69,65.99
ENSG00010002487,GENE2488,411.69,466.20,554.80,506.42,623.39,676.10,816.95,531.92
ENSG00010002488,GENE2489,55.55,44.61,56.74,33.37,44.50,35.88,49.23,35.55
ENSG00010002489,GENE2490,111.95,141.45,71.42,47.77,83.63,86.00,75.54,63.85
ENSG00010002490,GENE2491,437.50,634.84,722.00,705.04,381.20,909.33,550.29,521.49
ENSG00010002491,GENE2492,119.89,145.47,139.31,88.91,119.67,158.24,76.58,123.43
ENSG00010002492,GENE2493,754.62,815.57,749.00,544.61,979.42,632.13,679.63,1243.96
ENSG00010002493,GENE2494,1408.27,1183.89,745.29,1451.52,1269.75,1449.70,1157.24,1748.03
ENSG00010002494,GENE2495,1670.70,971.97,1128.24,1175.57,1755.10,1195.14,1436.01,1304.85
ENSG00010002495,GENE2496,777.85,736.91,647.33,761.02,722.82,910.84,894.46,462.59
ENSG00010002496,GENE2497,17.17,16.86,16.59,24.77,16.80,20.40,14.39,32.01
ENSG00010002497,GENE2498,113.20,124.54,124.74,94.20,88.54,140.22,161.81,114.32
ENSG00010002498,GENE2499,51.09,104.27,91.41,85.96,81.25,170.96,87.53,44.62
ENSG00010002499,GENE2500,8.05,7.47,8.85,12.05,7.97,9.26,6.59,9.29
ENSG00010002500,GENE2501,939.04,798.68,1116.88,834.53,1202.39,520.49,742.55,590.56
ENSG00010002501,GENE2502,214.42,226.26,168.19,167.29,156.17,296.73,185.49,190.82
ENSG00010002502,GENE2503,1555.14,1258.03,1322.51,1840.78,1891.61,1220.08,1596.33,1931.44
ENSG00010002503,GENE2504,4.63,4.51,6.05,7.06,5.06,4.81,4.49,7.74
ENSG00010002504,GENE2505,4200.22,2260.94,2712.17,5508.03,4032.91,4771.14,4571.18,3717.78
ENSG00010002505,GENE2506,37.52,43.02,34.13,38.00,33.54,26.11,48.91,35.86
ENSG00010002506,GENE2507,132.07,119.14,205.08,104.06,191.73,253.48,85.92,162.37
ENSG00010002507,GENE2508,180.74,201.91,271.55,135.19,176.96,191.35,193.74,200.45
ENSG00010002508,GENE2509,15.10,11.48,18.85,15.30,17.43,10.71,19.33,16.52
ENSG00010002509,GENE2510,3022.65,2826.83,3500.58,3739.84,2463.79,2712.40,2073.39,3722.42
ENSG00010002510,GENE2511,3269.42,1917.87,2691.43,2642.10,3605.32,2259.55,3513.90,2281.75
ENSG00010002511,GENE2512,195.81,230.45,221.40,336.91,216.51,251.12,279.26,252.29
ENSG00010002512,GENE2513,2985.21,2854.90,2552.62,2557.33,1136.96,2057.51,1350.26,2603.74
ENSG00010002513,GENE2514,360.98,571.20,276.37,634.93,330.90,413.67,662.82,360.74
ENSG00010002514,GENE2515,856.62,1094.45,972.66,1118.68,601.16,706.83,891.60,791.66
ENSG00010002515,GENE2516,557.50,766.62,457.65,552.67,415.03,454.59,425.47,436.31
ENSG00010002516,GENE2517,436.16,266.26,446.67,318.97,231.75,349.86,467.09,518.55
ENSG00010002517,GENE2518,6.69,4.78,3.68,4.25,4.36,5.95,6.24,7.84
ENSG00010002518,GENE2519,99.49,149.22,84.49,129.90,71.01,88.35,81.11,118.64
ENSG00010002519,GENE2520,48.92,45.98,64.54,50.89,61.60,56.12,35.55,66.29
ENSG00010002520,GENE2521,212.28,396.26,469.80,295.95,273.67,273.39,328.15,310.35
ENSG00010002521,GENE2522,601.33,287.28,203.98,338.85,407.12,457.28,305.14,251.53
ENSG00010002522,GENE2523,1402.09,1628.16,903.32,1008.99,1657.79,873.13,911.51,1402.17
ENSG00010002523,GENE2524,91.70,124.78,139.18,150.66,100.23,64.93,98.26,93.59
ENSG00010002524,GENE2525,34.22,31.14,15.86,23.93,23.13,22.28,25.72,17.67
ENSG00010002525,GENE2526,331.23,363.65,371.91,159.31,238.70,190.07,182.09,237.40
ENSG00010002526,GENE2527,3.83,6.89,3.72,5.71,0.57,0.57,0.59,0.77
ENSG00010002527,GENE2528,555.70,1005.08,688.79,1518.31,1007.37,814.30,1390.74,1023.67
ENSG00010002528,GENE2529,182.08,132.87,200.46,202.69,164.56,210.58,303.17,123.71
ENSG00010002529,GENE2530,1395.79,1099.26,1195.09,982.74,1026.03,1017.75,1015.49,1357.39
ENSG00010002530,GENE2531,3280.42,3170.38,4509.05,6464.32,2804.65,3429.97,2583.05,2120.93
ENSG00010002531,GENE2532,16.24,10.34,12.14,14.53,13.74,18.91,12.51,13.96
ENSG00010002532,GENE2533,46.61,38.49,31.71,50.15,37.58,54.19,61.55,44.14
ENSG00010002533,GENE2534,66.25,111.74,79.25,109.82,89.52,70.66,75.15,81.30
ENSG00010002534,GENE2535,10.26,10.25,9.36,8.77,12.36,9.86,10.41,5.08
ENSG00010002535,GENE2536,90.14,107.96,107.25,150.88,104.05,120.47,72.04,176.50
ENSG00010002536,GENE2537,2667.77,1740.68,1513.11,1701.77,1790.81,2093.72,1458.26,2588.69
ENSG00010002537,GENE2538,12.40,7.54,9.67,15.90,25.68,38.43,46.29,26.54
ENSG00010002538,GENE2539,7.00,10.97,13.99,12.55,9.55,12.72,11.31,14.16
ENSG00010002539,GENE2540,6.61,10.83,6.25,7.82,11.47,10.87,8.89,8.25
ENSG00010002540,GENE2541,1394.34,1093.28,1453.13,1601.66,1326.25,1587.44,1688.09,2087.85
ENSG00010002541,GENE2542,1120.06,1360.46,1853.12,1494.75,1965.30,1416.28,971.24,1310.25
ENSG00010002542,GENE2543,3.76,5.07,3.20,3.41,4.50,4.12,3.13,3.43
ENSG00010002543,GENE2544,7.85,5.13,6.35,7.59,6.72,6.75,8.86,4.58
ENSG00010002544,GENE2545,20.18,13.56,22.74,18.88,14.88,17.28,16.94,14.81
ENSG00010002545,GENE2546,135.98,105.28,75.03,107.63,160.94,164.10,169.83,171.47
ENSG00010002546,GENE2547,8.78,10.23,9.13,12.43,12.64,9.32,12.37,13.53
ENSG00010002547,GENE2548,46.82,61.86,54.08,52.50,68.97,47.07,57.93,39.44
ENSG00010002548,GENE2549,1744.63,1569.18,1370.13,907.82,1340.09,1864.85,1190.13,1141.23
ENSG00010002549,GENE2550,488.34,428.66,526.17,575.89,596.78,612.49,567.22,462.40
ENSG00010002550,GENE2551,68.64,83.37,80.87,49.32,72.46,91.60,60.11,65.08
ENSG00010002551,GENE2552,21.83,18.62,17.73,28.29,21.05,21.42,20.07,21.20
ENSG00010002552,GENE2553,123.18,126.80,149.36,98.58,456.88,310.01,535.73,290.03
ENSG00010002553,GENE2554,39.90,30.14,23.93,27.41,30.22,39.81,65.11,35.87
ENSG00010002554,GENE2555,240.94,186.48,169.02,177.85,148.66,176.56,155.77,206.01
ENSG00010002555,GENE2556,1976.48,1011.95,1536.38,824.20,1285.62,763.73,792.88,913.66
ENSG00010002556,GENE2557,4.87,7.86,6.38,6.81,8.09,6.84,5.17,5.31
ENSG00010002557,GENE2558,242.97,286.86,330.90,309.02,257.59,251.02,136.64,251.35
ENSG00010002558,GENE2559,33.78,29.32,59.49,28.81,29.43,52.25,47.34,33.97
ENSG00010002559,GENE2560,45.01,58.41,58.61,54.73,478.18,282.50,259.58,516.39
ENSG00010002560,GENE2561,36.19,23.22,24.75,26.39,42.26,38.98,60.03,40.34
ENSG00010002561,GENE2562,1558.31,1873.61,1594.16,1835.89,7099.62,7005.51,10001.33,10373.37
ENSG00010002562,GENE2563,1535.41,1233.45,1575.48,1621.27,1846.53,1597.30,2619.36,2108.75
ENSG00010002563,GENE2564,11.33,9.97,8.04,8.20,8.42,11.30,6.99,7.33
ENSG00010002564,GENE2565,692.93,527.47,490.15,459.92,601.29,766.70,474.19,591.04
ENSG00010002565,GENE2566,6.01,5.79,7.92,5.21,8.15,5.46,6.25,8.11
ENSG00010002566,GENE2567,2832.88,2499.05,2947.63,4320.23,4304.45,3193.64,2320.97,3253.87
ENSG00010002567,GENE2568,407.96,373.65,575.13,602.43,887.48,574.09,754.97,664.80
ENSG00010002568,GENE2569,594.39,355.06,477.42,513.97,472.86,372.66,482.41,679.94
ENSG00010002569,GENE2570,3242.34,3428.78,3001.78,3471.30,3243.60,3003.77,2965.12,3201.75
ENSG00010002570,GENE2571,127.04,92.88,106.78,96.54,75.07,85.19,107.55,84.85
ENSG00010002571,GENE2572,409.15,397.43,302.47,352.10,442.61,361.99,357.41,400.62
ENSG00010002572,GENE2573,1177.21,1231.59,1290.45,1941.66,7491.15,6341.86,10877.38,8846.50
ENSG00010002573,GENE2574,207.77,118.12,115.89,136.10,110.99,151.87,142.58,119.94
ENSG00010002574,GENE2575,53.68,57.17,62.66,27.69,40.11,67.37,72.98,70.57
ENSG00010002575,GENE2576,42.31,59.09,37.66,31.28,24.33,32.17,35.64,30.84
ENSG00010002576,GENE2577,1261.88,1202.88,908.53,1164.95,935.08,947.63,792.60,680.77
ENSG00010002577,GENE2578,725.34,1672.41,2013.86,1086.76,346.38,315.73,260.91,228.48
ENSG00010002578,GENE2579,31.58,33.87,21.11,28.78,31.31,20.61,27.68,26.78
ENSG00010002579,GENE2580,91.41,44.24,43.66,28.39,35.94,40.50,30.18,50.09
ENSG00010002580,GENE2581,204.17,173.43,141.16,192.12,22.97,23.08,12.54,19.35
ENSG00010002581,GENE2582,42.39,38.12,41.10,62.61,59.15,43.31,50.41,58.95
ENSG00010002582,GENE2583,238.96,336.77,305.90,228.15,366.76,217.88,206.20,386.38
ENSG00010002583,GENE2584,148.70,70.30,71.09,170.25,83.71,78.15,150.72,134.91
ENSG00010002584,GENE2585,7.97,9.47,12.84,11.01,11.43,8.87,16.01,8.64
ENSG00010002585,GENE2586,2307.03,1944.89,2053.56,2168.48,2168.91,1929.28,1233.86,1291.02
ENSG00010002586,GENE2587,1420.85,1595.94,2374.83,1120.89,2389.96,1284.80,2156.75,1469.56
ENSG00010002587,GENE2588,30.47,49.26,35.82,25.14,43.36,48.13,41.55,40.20
ENSG00010002588,GENE2589,187.68,172.91,97.23,99.36,208.77,101.72,131.70,187.95
ENSG00010002589,GENE2590,881.40,620.86,1038.42,910.16,3351.72,3420.77,4241.66,2858.45
ENSG00010002590,GENE2591,15.38,12.75,9.59,12.82,113.67,78.67,75.93,105.00
ENSG00010002591,GENE2592,589.50,632.44,576.68,386.40,606.10,372.26,323.43,360.40
ENSG00010002592,GENE2593,1770.77,1541.15,1230.27,1445.16,1868.18,1367.59,1150.87,1251.45
ENSG00010002593,GENE2594,512.48,487.99,462.32,478.16,402.81,469.11,373.75,319.50
ENSG00010002594,GENE2595,3.95,2.43,4.50,3.87,7.29,3.43,3.14,4.16
ENSG00010002595,GENE2596,5.07,3.91,5.48,4.21,5.98,5.60,3.19,3.04
ENSG00010002596,GENE2597,74.79,46.20,61.31,78.29,93.74,52.55,66.18,46.55
ENSG00010002597,GENE2598,15.20,12.39,10.54,8.41,15.48,15.25,17.24,9.71
ENSG00010002598,GENE2599,1420.79,1614.88,1328.85,1543.32,1826.06,1932.41,1183.39,2022.78
ENSG00010002599,GENE2600,6.73,6.95,5.92,3.86,5.20,4.21,6.79,4.36
ENSG00010002600,GENE2601,870.08,1129.56,1367.72,733.98,1232.02,1520.34,2324.97,845.87
ENSG00010002601,GENE2602,60.58,82.20,41.53,63.01,66.97,57.21,52.69,94.47
ENSG00010002602,GENE2603,649.83,640.32,887.74,911.22,1507.50,1839.18,1062.34,934.41
ENSG00010002603,GENE2604,24.86,29.69,27.48,25.36,25.48,26.03,21.51,25.95
ENSG00010002604,GENE2605,18.89,26.19,23.57,33.46,28.04,21.78,18.54,25.58
ENSG00010002605,GENE2606,1832.30,1530.25,2028.82,1739.35,2517.54,1604.33,1433.08,2335.89
ENSG00010002606,GENE2607,619.28,903.06,504.28,426.15,4929.14,4588.83,4147.72,3402.86
ENSG00010002607,GENE2608,1341.47,965.37,1239.76,1506.22,1102.72,1588.12,2001.28,1202.04
ENSG00010002608,GENE2609,4.65,5.30,10.62,6.06,4.67,4.19,9.22,6.72
ENSG00010002609,GENE2610,103.26,89.47,88.25,91.49,67.09,67.75,58.05,140.11
ENSG00010002610,GENE2611,5660.03,3778.20,3331.76,1889.08,6587.55,4076.84,2643.25,5394.09
ENSG00010002611,GENE2612,110.27,138.82,149.49,237.89,427.05,494.19,467.72,527.57
ENSG00010002612,GENE2613,1556.48,1469.27,1639.08,1924.32,1872.44,2266.22,2241.41,1541.32
ENSG00010002613,GENE2614,565.23,491.66,540.99,465.43,653.85,772.88,728.79,429.81
ENSG00010002614,GENE2615,497.63,337.73,406.44,549.20,308.18,346.32,231.73,400.35
ENSG00010002615,GENE2616,7.98,9.38,5.61,5.00,8.25,6.08,5.96,7.29
