gene_id,gene_name,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00010001471,GENE1472,5.90,-0.0201,0.2404,9.335e-1,9.787e-1
ENSG00010001472,GENE1473,177.76,1.9618,0.2766,1.337e-12,1.665e-11
ENSG00010001473,GENE1474,319.34,0.3225,0.2768,2.441e-1,5.929e-1
ENSG00010001474,GENE1475,1776.70,0.3412,0.2746,2.140e-1,5.521e-1
ENSG00010001475,GENE1476,2066.56,-0.1947,0.2668,4.656e-1,7.966e-1
ENSG00010001476,GENE1477,58.30,0.6683,0.2120,1.620e-3,1.160e-2
ENSG00010001477,GENE1478,4.34,-0.2176,0.1322,9.961e-2,3.615e-1
ENSG00010001478,GENE1479,49.92,0.1682,0.2611,5.196e-1,8.320e-1
ENSG00010001479,GENE1480,126.91,-3.0036,0.2566,1.000e-300,1.471e-299
ENSG00010001480,GENE1481,128.28,-0.0328,0.1986,8.687e-1,9.624e-1
ENSG00010001481,GENE1482,6.23,-0.3653,0.1873,5.109e-2,2.234e-1
ENSG00010001482,GENE1483,29.49,-0.0744,0.3067,8.084e-1,9.502e-1
ENSG00010001483,GENE1484,166.60,-0.1965,0.1944,3.122e-1,6.700e-1
ENSG00010001484,GENE1485,4.32,-0.1433,0.0948,1.307e-1,4.228e-1
ENSG00010001485,GENE1486,424.88,-0.0194,0.2926,9.471e-1,9.815e-1
ENSG00010001486,GENE1487,401.09,0.1858,0.2330,4.251e-1,7.676e-1
ENSG00010001487,GENE1488,481.45,-0.7618,0.1626,2.789e-6,2.607e-5
ENSG00010001488,GENE1489,339.40,-0.3190,0.2365,1.774e-1,4.968e-1
ENSG00010001489,GENE1490,11.11,0.2294,0.1479,1.210e-1,3.996e-1
ENSG00010001490,GENE1491,6.33,-0.2729,0.1509,7.039e-2,2.869e-1
ENSG00010001491,GENE1492,79.41,0.1328,0.1387,3.383e-1,6.994e-1
ENSG00010001492,GENE1493,288.17,-0.0443,0.2551,8.620e-1,9.620e-1
ENSG00010001493,GENE1494,1011.57,-1.8379,0.2035,1.000e-300,1.471e-299
ENSG00010001494,GENE1495,586.51,0.3980,0.2543,1.176e-1,3.952e-1
ENSG00010001495,GENE1496,20.81,0.1142,0.3002,7.036e-1,9.149e-1
ENSG00010001496,GENE1497,3052.13,0.1652,0.0940,7.901e-2,3.086e-1
ENSG00010001497,GENE1498,382.18,-0.1177,0.1753,5.019e-1,8.210e-1
ENSG00010001498,GENE1499,29.93,-0.0286,0.3540,9.355e-1,9.787e-1
ENSG00010001499,GENE1500,75.80,0.0575,0.3100,8.528e-1,9.613e-1
ENSG00010001500,GENE1501,1196.12,0.2194,0.1639,1.808e-1,5.012e-1
ENSG00010001501,GENE1502,14.12,0.9338,0.2608,3.424e-4,2.689e-3
ENSG00010001502,GENE1503,4.75,-0.2610,0.2036,2.001e-1,5.311e-1
ENSG00010001503,GENE1504,18.61,0.0637,0.3208,8.426e-1,9.579e-1
ENSG00010001504,GENE1505,146.58,0.6270,0.1881,8.562e-4,6.374e-3
ENSG00010001505,GENE1506,27.89,0.0665,0.1431,6.418e-1,8.857e-1
ENSG00010001506,GENE1507,3605.37,-0.1223,0.1228,3.193e-1,6.784e-1
ENSG00010001507,GENE1508,230.35,-0.1492,0.2525,5.546e-1,8.509e-1
ENSG00010001508,GENE1509,23.72,-0.1541,0.3333,6.438e-1,8.857e-1
ENSG00010001509,GENE1510,15906.12,2.8683,0.2159,1.000e-300,1.471e-299
ENSG00010001510,GENE1511,1459.91,-0.2399,0.2898,4.078e-1,7.577e-1
ENSG00010001511,GENE1512,265.80,0.1263,0.3638,7.284e-1,9.287e-1
ENSG00010001512,GENE1513,30.95,-0.0693,0.2626,7.919e-1,9.477e-1
ENSG00010001513,GENE1514,749.89,0.4097,0.2747,1.358e-1,4.301e-1
ENSG00010001514,GENE1515,796.01,-0.0381,0.3164,9.042e-1,9.732e-1
ENSG00010001515,GENE1516,15.93,0.0847,0.2778,7.604e-1,9.392e-1
ENSG00010001516,GENE1517,25.93,-0.0704,0.2188,7.475e-1,9.340e-1
ENSG00010001517,GENE1518,1948.93,2.0807,0.2915,9.575e-13,1.207e-11
ENSG00010001518,GENE1519,179.97,-0.0715,0.2847,8.018e-1,9.490e-1
ENSG00010001519,GENE1520,1515.24,-0.3099,0.1650,6.031e-2,2.570e-1
ENSG00010001520,GENE1521,2857.30,-0.2414,0.3699,5.140e-1,8.276e-1
ENSG00010001521,GENE1522,7.11,0.2597,0.2523,3.034e-1,6.660e-1
ENSG00010001522,GENE1523,10.70,0.1580,0.2114,4.547e-1,7.913e-1
ENSG00010001523,GENE1524,7.37,-0.1940,0.1248,1.202e-1,3.989e-1
ENSG00010001524,GENE1525,25.72,0.4011,0.3583,2.630e-1,6.189e-1
ENSG00010001525,GENE1526,4.33,-0.0479,0.1665,7.737e-1,9.434e-1
ENSG00010001526,GENE1527,495.38,-0.0674,0.2509,7.883e-1,9.471e-1
ENSG00010001527,GENE1528,1450.62,-0.0897,0.2189,6.819e-1,9.055e-1
ENSG00010001528,GENE1529,165.05,-0.0496,0.3044,8.705e-1,9.625e-1
ENSG00010001529,GENE1530,105.07,2.0495,0.2980,6.114e-12,7.307e-11
ENSG00010001530,GENE1531,3.59,-1.6236,0.1471,1.000e-300,1.471e-299
ENSG00010001531,GENE1532,7.37,0.0557,0.1237,6.526e-1,8.900e-1
ENSG00010001532,GENE1533,3179.95,-0.5838,0.1234,2.233e-6,2.093e-5
ENSG00010001533,GENE1534,104.41,0.2805,0.1513,6.373e-2,2.670e-1
ENSG00010001534,GENE1535,45.95,-0.1636,0.2548,5.208e-1,8.324e-1
ENSG00010001535,GENE1536,14.80,-0.3086,0.2752,2.621e-1,6.173e-1
ENSG00010001536,GENE1537,635.28,0.4481,0.2396,6.144e-2,2.600e-1
ENSG00010001537,GENE1538,7.81,-0.0590,0.2537,8.161e-1,9.507e-1
ENSG00010001538,GENE1539,699.30,0.1646,0.2246,4.637e-1,7.966e-1
ENSG00010001539,GENE1540,188.75,-0.2798,0.3188,3.800e-1,7.411e-1
ENSG00010001540,GENE1541,6.86,0.1751,0.2678,5.132e-1,8.275e-1
ENSG00010001541,GENE1542,317.74,0.1442,0.2466,5.587e-1,8.518e-1
ENSG00010001542,GENE1543,4.52,0.4060,0.2297,7.715e-2,3.045e-1
ENSG00010001543,GENE1544,568.43,-0.2469,0.2595,3.414e-1,7.010e-1
ENSG00010001544,GENE1545,418.34,0.2855,0.3532,4.189e-1,7.645e-1
ENSG00010001545,GENE1546,43.75,-1.1596,0.2928,7.470e-5,6.278e-4
ENSG00010001546,GENE1547,76.72,0.3256,0.2155,1.308e-1,4.228e-1
ENSG00010001547,GENE1548,13.54,-0.2121,0.2340,3.648e-1,7.263e-1
ENSG00010001548,GENE1549,714.12,0.3346,0.3194,2.948e-1,6.586e-1
ENSG00010001549,GENE1550,8.80,0.0445,0.2314,8.476e-1,9.592e-1
ENSG00010001550,GENE1551,1942.41,-0.0373,0.2510,8.819e-1,9.653e-1
ENSG00010001551,GENE1552,137.04,-0.0450,0.2688,8.672e-1,9.620e-1
ENSG00010001552,GENE1553,94.37,-0.2658,0.3093,3.901e-1,7.489e-1
ENSG00010001553,GENE1554,1504.34,0.1265,0.2005,5.281e-1,8.358e-1
ENSG00010001554,GENE1555,138.48,-0.0647,0.1966,7.420e-1,9.336e-1
ENSG00010001555,GENE1556,3096.58,-0.9976,0.2179,4.675e-6,4.289e-5
ENSG00010001556,GENE1557,832.41,0.0121,0.1857,9.481e-1,9.818e-1
ENSG00010001557,GENE1558,834.27,-0.2155,0.2658,4.176e-1,7.641e-1
ENSG00010001558,GENE1559,23.41,-0.2290,0.3002,4.455e-1,7.825e-1
ENSG00010001559,GENE1560,9.03,0.4205,0.1560,7.031e-3,4.340e-2
ENSG00010001560,GENE1561,6.61,-0.0624,0.2171,7.737e-1,9.434e-1
ENSG00010001561,GENE1562,145.98,-0.1729,0.1804,3.381e-1,6.994e-1
ENSG00010001562,GENE1563,15.61,0.0611,0.2031,7.637e-1,9.408e-1
ENSG00010001563,GENE1564,617.62,-0.1194,0.1611,4.586e-1,7.939e-1
ENSG00010001564,GENE1565,23.92,-0.4379,0.1619,6.844e-3,4.251e-2
ENSG00010001565,GENE1566,3610.35,-0.0787,0.2657,7.670e-1,9.431e-1
ENSG00010001566,GENE1567,26.73,-0.3152,0.2367,1.830e-1,5.049e-1
ENSG00010001567,GENE1568,4.17,-0.0623,0.1834,7.342e-1,9.308e-1
ENSG00010001568,GENE1569,241.86,0.0596,0.2305,7.959e-1,9.490e-1
ENSG00010001569,GENE1570,31.03,-2.3479,0.2923,8.882e-16,1.281e-14
ENSG00010001570,GENE1571,266.26,0.2140,0.1569,1.725e-1,4.935e-1
ENSG00010001571,GENE1572,321.43,-0.3058,0.2074,1.403e-1,4.396e-1
ENSG00010001572,GENE1573,6.60,-0.5482,0.1142,1.573e-6,1.493e-5
ENSG00010001573,GENE1574,17.71,-0.4105,0.2836,1.477e-1,4.509e-1
ENSG00010001574,GENE1575,1171.68,0.0862,0.2663,7.462e-1,9.336e-1
ENSG00010001575,GENE1576,752.12,0.3848,0.1133,6.869e-4,5.164e-3
ENSG00010001576,GENE1577,151.71,-0.4452,0.3476,2.004e-1,5.312e-1
ENSG00010001577,GENE1578,10.75,0.1080,0.2779,6.976e-1,9.132e-1
ENSG00010001578,GENE1579,90.88,-0.0838,0.2031,6.800e-1,9.055e-1
ENSG00010001579,GENE1580,2533.56,-0.0531,0.2252,8.137e-1,9.507e-1
ENSG00010001580,GENE1581,182.27,0.1010,0.1949,6.043e-1,8.689e-1
ENSG00010001581,GENE1582,1347.87,0.1550,0.3000,6.054e-1,8.689e-1
ENSG00010001582,GENE1583,129.80,-0.4070,0.1159,4.448e-4,3.431e-3
ENSG00010001583,GENE1584,102.36,0.1173,0.2075,5.718e-1,8.609e-1
ENSG00010001584,GENE1585,2451.51,-0.2044,0.1554,1.884e-1,5.122e-1
ENSG00010001585,GENE1586,112.65,0.1352,0.1666,4.170e-1,7.641e-1
ENSG00010001586,GENE1587,2.98,-1.7233,0.1719,1.000e-300,1.471e-299
ENSG00010001587,GENE1588,9.87,0.0418,0.1185,7.245e-1,9.252e-1
ENSG00010001588,GENE1589,42.80,-0.0924,0.1702,5.873e-1,8.646e-1
ENSG00010001589,GENE1590,73.17,0.1101,0.1720,5.222e-1,8.324e-1
ENSG00010001590,GENE1591,104.08,-0.3422,0.2531,1.764e-1,4.968e-1
ENSG00010001591,GENE1592,3053.11,-0.2349,0.1944,2.270e-1,5.717e-1
ENSG00010001592,GENE1593,2247.16,-0.0437,0.2393,8.549e-1,9.620e-1
ENSG00010001593,GENE1594,1374.69,-0.2811,0.2122,1.854e-1,5.075e-1
ENSG00010001594,GENE1595,47.68,0.2344,0.2498,3.481e-1,7.085e-1
ENSG00010001595,GENE1596,14.03,-0.1280,0.2082,5.387e-1,8.423e-1
ENSG00010001596,GENE1597,108.47,0.1745,0.3285,5.953e-1,8.673e-1
ENSG00010001597,GENE1598,3606.36,-0.3132,0.1736,7.120e-2,2.889e-1
ENSG00010001598,GENE1599,600.56,-0.2900,0.3476,4.042e-1,7.562e-1
ENSG00010001599,GENE1600,9.89,-0.1379,0.3118,6.582e-1,8.923e-1
ENSG00010001600,GENE1601,13.94,-0.0154,0.1567,9.219e-1,9.783e-1
ENSG00010001601,GENE1602,95.25,0.0789,0.1314,5.483e-1,8.475e-1
ENSG00010001602,GENE1603,10.90,0.1540,0.1814,3.962e-1,7.530e-1
ENSG00010001603,GENE1604,1740.86,-0.5163,0.1188,1.387e-5,1.246e-4
ENSG00010001604,GENE1605,152.63,-0.5754,0.2696,3.279e-2,1.599e-1
ENSG00010001605,GENE1606,61.86,0.3202,0.1574,4.190e-2,1.916e-1
ENSG00010001606,GENE1607,289.79,0.0953,0.1992,6.325e-1,8.844e-1
ENSG00010001607,GENE1608,15.69,0.5044,0.2583,5.086e-2,2.227e-1
ENSG00010001608,GENE1609,24.85,-0.3006,0.2975,3.122e-1,6.700e-1
ENSG00010001609,GENE1610,17.62,-0.2729,0.2520,2.788e-1,6.418e-1
ENSG00010001610,GENE1611,13.30,-0.0964,0.1684,5.672e-1,8.581e-1
ENSG00010001611,GENE1612,43.21,-0.2553,0.1806,1.576e-1,4.691e-1
ENSG00010001612,GENE1613,11.59,0.1966,0.2078,3.441e-1,7.037e-1
ENSG00010001613,GENE1614,574.42,-0.0488,0.3157,8.771e-1,9.634e-1
ENSG00010001614,GENE1615,40.74,0.1674,0.1582,2.901e-1,6.558e-1
ENSG00010001615,GENE1616,253.33,0.4118,0.2286,7.165e-2,2.895e-1
ENSG00010001616,GENE1617,2081.29,0.0916,0.1738,5.981e-1,8.685e-1
ENSG00010001617,GENE1618,421.23,0.5621,0.1410,6.699e-5,5.661e-4
ENSG00010001618,GENE1619,555.30,-0.1755,0.1748,3.155e-1,6.741e-1
ENSG00010001619,GENE1620,24.34,0.5895,0.1891,1.828e-3,1.293e-2
ENSG00010001620,GENE1621,222.13,0.2851,0.2490,2.523e-1,6.030e-1
ENSG00010001621,GENE1622,49.60,0.2365,0.2294,3.025e-1,6.660e-1
ENSG00010001622,GENE1623,18.94,0.3464,0.2006,8.425e-2,3.244e-1
ENSG00010001623,GENE1624,887.24,0.1720,0.2927,5.567e-1,8.509e-1
ENSG00010001624,GENE1625,603.49,0.3083,0.3860,4.244e-1,7.676e-1
ENSG00010001625,GENE1626,24.43,-0.0580,0.2711,8.306e-1,9.557e-1
ENSG00010001626,GENE1627,10.60,0.0305,0.0949,7.478e-1,9.340e-1
ENSG00010001627,GENE1628,189.75,-0.5609,0.2652,3.443e-2,1.663e-1
ENSG00010001628,GENE1629,4.27,0.0555,0.2511,8.249e-1,9.525e-1
ENSG00010001629,GENE1630,6.95,0.1018,0.2508,6.848e-1,9.075e-1
ENSG00010001630,GENE1631,9.66,-0.2524,0.2674,3.452e-1,7.051e-1
ENSG00010001631,GENE1632,8.29,0.1316,0.0725,6.936e-2,2.838e-1
ENSG00010001632,GENE1633,695.47,-0.4416,0.2634,9.366e-2,3.473e-1
ENSG00010001633,GENE1634,817.17,0.3876,0.2816,1.687e-1,4.889e-1
ENSG00010001634,GENE1635,21.77,-0.1422,0.2253,5.279e-1,8.358e-1
ENSG00010001635,GENE1636,7.41,-0.2716,0.2253,2.281e-1,5.721e-1
ENSG00010001636,GENE1637,12.01,0.1070,0.1939,5.812e-1,8.615e-1
ENSG00010001637,GENE1638,247.71,0.8757,0.2005,1.258e-5,1.133e-4
ENSG00010001638,GENE1639,14.21,-0.6131,0.3093,4.744e-2,2.108e-1
ENSG00010001639,GENE1640,32.31,-0.4185,0.2458,8.868e-2,3.355e-1
ENSG00010001640,GENE1641,6.88,0.5697,0.1988,4.161e-3,2.719e-2
ENSG00010001641,GENE1642,5.16,0.3869,0.2818,1.697e-1,4.906e-1
ENSG00010001642,GENE1643,7752.01,2.9510,0.1971,1.000e-300,1.471e-299
ENSG00010001643,GENE1644,4.13,-1.6551,0.1771,1.000e-300,1.471e-299
ENSG00010001644,GENE1645,353.95,0.3064,0.1912,1.089e-1,3.770e-1
ENSG00010001645,GENE1646,40.11,0.1110,0.3555,7.549e-1,9.374e-1
ENSG00010001646,GENE1647,164.80,0.0956,0.1821,5.995e-1,8.685e-1
ENSG00010001647,GENE1648,266.93,0.8319,0.1569,1.139e-7,1.139e-6
ENSG00010001648,GENE1649,35.03,-0.4539,0.3033,1.345e-1,4.288e-1
ENSG00010001649,GENE1650,4239.52,1.6340,0.2618,4.368e-10,4.871e-9
ENSG00010001650,GENE1651,30.63,-0.0229,0.1841,9.008e-1,9.723e-1
ENSG00010001651,GENE1652,3055.99,-0.2712,0.1133,1.670e-2,9.274e-2
ENSG00010001652,GENE1653,3299.60,-0.0793,0.1467,5.888e-1,8.653e-1
ENSG00010001653,GENE1654,56.54,0.1009,0.1894,5.944e-1,8.673e-1
ENSG00010001654,GENE1655,517.05,-0.2376,0.2571,3.554e-1,7.151e-1
ENSG00010001655,GENE1656,89.95,-0.0197,0.2927,9.463e-1,9.813e-1
ENSG00010001656,GENE1657,20.19,2.2147,0.1484,1.000e-300,1.471e-299
ENSG00010001657,GENE1658,640.30,-0.0305,0.2288,8.941e-1,9.694e-1
ENSG00010001658,GENE1659,6.04,0.0116,0.0655,8.593e-1,9.620e-1
ENSG00010001659,GENE1660,4.02,-1.2260,0.2225,3.573e-8,3.696e-7
ENSG00010001660,GENE1661,30.19,0.1953,0.2377,4.112e-1,7.592e-1
ENSG00010001661,GENE1662,98.25,0.2397,0.1794,1.815e-1,5.027e-1
ENSG00010001662,GENE1663,1759.57,0.2953,0.2782,2.885e-1,6.554e-1
ENSG00010001663,GENE1664,79.42,-0.0138,0.1753,9.373e-1,9.787e-1
ENSG00010001664,GENE1665,917.30,1.3619,0.1843,1.497e-13,2.004e-12
ENSG00010001665,GENE1666,21.59,0.2097,0.1238,9.030e-2,3.391e-1
ENSG00010001666,GENE1667,26.06,0.3676,0.1902,5.328e-2,2.310e-1
ENSG00010001667,GENE1668,25.11,0.2320,0.3840,5.457e-1,8.461e-1
ENSG00010001668,GENE1669,3582.77,-0.5822,0.2031,4.145e-3,2.715e-2
ENSG00010001669,GENE1670,10.70,0.1085,0.3020,7.194e-1,9.228e-1
ENSG00010001670,GENE1671,1007.92,0.1857,0.2384,4.361e-1,7.759e-1
ENSG00010001671,GENE1672,179.37,2.6168,0.1761,1.000e-300,1.471e-299
ENSG00010001672,GENE1673,97.15,-0.0113,0.1981,9.546e-1,9.858e-1
ENSG00010001673,GENE1674,118.11,-0.3436,0.2394,1.511e-1,4.573e-1
ENSG00010001674,GENE1675,284.25,-3.3561,0.3376,1.000e-300,1.471e-299
ENSG00010001675,GENE1676,53.56,0.3170,0.2279,1.642e-1,4.819e-1
ENSG00010001676,GENE1677,98.03,0.0142,0.2125,9.468e-1,9.814e-1
ENSG00010001677,GENE1678,266.24,-0.0688,0.3128,8.259e-1,9.526e-1
ENSG00010001678,GENE1679,26.07,-0.2960,0.2050,1.489e-1,4.534e-1
ENSG00010001679,GENE1680,496.29,-0.1446,0.2409,5.484e-1,8.475e-1
ENSG00010001680,GENE1681,725.10,-0.0451,0.2886,8.759e-1,9.634e-1
ENSG00010001681,GENE1682,6.32,-0.1822,0.2283,4.250e-1,7.676e-1
ENSG00010001682,GENE1683,5.41,-0.1595,0.2428,5.113e-1,8.273e-1
ENSG00010001683,GENE1684,3236.99,0.1767,0.2463,4.732e-1,7.998e-1
ENSG00010001684,GENE1685,77.74,0.3454,0.1724,4.511e-2,2.023e-1
ENSG00010001685,GENE1686,8.46,0.1451,0.3480,6.768e-1,9.052e-1
ENSG00010001686,GENE1687,20.75,-0.1410,0.2139,5.096e-1,8.259e-1
ENSG00010001687,GENE1688,2503.27,-0.3255,0.3757,3.863e-1,7.460e-1
ENSG00010001688,GENE1689,321.16,-0.3311,0.1504,2.771e-2,1.379e-1
ENSG00010001689,GENE1690,74.11,0.7548,0.2179,5.329e-4,4.048e-3
ENSG00010001690,GENE1691,7.70,0.1791,0.1631,2.722e-1,6.317e-1
ENSG00010001691,GENE1692,1106.45,-0.4407,0.1945,2.343e-2,1.214e-1
ENSG00010001692,GENE1693,6.50,0.0084,0.1114,9.401e-1,9.787e-1
ENSG00010001693,GENE1694,264.84,0.0550,0.2160,7.989e-1,9.490e-1
ENSG00010001694,GENE1695,171.70,-0.1378,0.2461,5.756e-1,8.614e-1
ENSG00010001695,GENE1696,6.20,-0.1137,0.2178,6.016e-1,8.689e-1
ENSG00010001696,GENE1697,42.38,0.2068,0.0592,4.720e-4,3.631e-3
ENSG00010001697,GENE1698,2957.83,0.0151,0.1793,9.329e-1,9.787e-1
ENSG00010001698,GENE1699,59.99,-0.3011,0.1812,9.652e-2,3.541e-1
ENSG00010001699,GENE1700,225.64,-0.0655,0.1570,6.765e-1,9.052e-1
ENSG00010001700,GENE1701,535.59,-0.0991,0.1796,5.813e-1,8.615e-1
ENSG00010001701,GENE1702,300.35,0.0739,0.2015,7.138e-1,9.209e-1
ENSG00010001702,GENE1703,23.56,0.0854,0.1547,5.810e-1,8.615e-1
ENSG00010001703,GENE1704,90.63,0.3574,0.2932,2.228e-1,5.659e-1
ENSG00010001704,GENE1705,190.90,-0.1552,0.3360,6.441e-1,8.857e-1
ENSG00010001705,GENE1706,679.91,-0.1504,0.1803,4.042e-1,7.562e-1
ENSG00010001706,GENE1707,93.90,0.1671,0.2925,5.679e-1,8.583e-1
ENSG00010001707,GENE1708,1474.19,0.1914,0.2205,3.855e-1,7.457e-1
ENSG00010001708,GENE1709,289.20,-0.3389,0.1828,6.384e-2,2.671e-1
ENSG00010001709,GENE1710,34.87,0.1168,0.1128,3.005e-1,6.639e-1
ENSG00010001710,GENE1711,13.40,-0.0493,0.1848,7.898e-1,9.471e-1
ENSG00010001711,GENE1712,682.16,0.1757,0.1204,1.445e-1,4.454e-1
ENSG00010001712,GENE1713,1323.84,-0.2383,0.2318,3.040e-1,6.660e-1
ENSG00010001713,GENE1714,9.21,0.0307,0.1795,8.643e-1,9.620e-1
ENSG00010001714,GENE1715,5.09,0.0488,0.1731,7.781e-1,9.454e-1
ENSG00010001715,GENE1716,35.71,-0.1310,0.1899,4.902e-1,8.107e-1
ENSG00010001716,GENE1717,9.85,-0.1164,0.2498,6.413e-1,8.857e-1
ENSG00010001717,GENE1718,28.52,0.0166,0.2411,9.451e-1,9.807e-1
ENSG00010001718,GENE1719,39.66,-0.1618,0.2633,5.388e-1,8.423e-1
ENSG00010001719,GENE1720,63.11,0.2206,0.2957,4.557e-1,7.916e-1
ENSG00010001720,GENE1721,23.81,0.3287,0.3252,3.121e-1,6.700e-1
ENSG00010001721,GENE1722,6.25,0.0404,0.2786,8.846e-1,9.658e-1
ENSG00010001722,GENE1723,2443.27,-0.7855,0.2059,1.365e-4,1.113e-3
ENSG00010001723,GENE1724,30.77,-0.2462,0.1633,1.317e-1,4.244e-1
ENSG00010001724,GENE1725,897.48,0.7071,0.1820,1.019e-4,8.449e-4
ENSG00010001725,GENE1726,22.43,-0.0076,0.2423,9.750e-1,9.915e-1
ENSG00010001726,GENE1727,235.72,-0.2685,0.3394,4.288e-1,7.704e-1
ENSG00010001727,GENE1728,248.20,0.3203,0.2983,2.830e-1,6.487e-1
ENSG00010001728,GENE1729,1468.81,-0.1253,0.2258,5.791e-1,8.615e-1
ENSG00010001729,GENE1730,200.42,-0.1642,0.2400,4.940e-1,8.131e-1
ENSG00010001730,GENE1731,101.71,-1.3082,0.1431,1.000e-300,1.471e-299
ENSG00010001731,GENE1732,39.07,0.2451,0.3435,4.755e-1,8.019e-1
ENSG00010001732,GENE1733,562.27,-0.1975,0.2779,4.772e-1,8.025e-1
ENSG00010001733,GENE1734,350.79,-0.0722,0.2160,7.382e-1,9.330e-1
ENSG00010001734,GENE1735,16.47,0.4019,0.2362,8.887e-2,3.358e-1
ENSG00010001735,GENE1736,40.33,-0.1616,0.3184,6.117e-1,8.729e-1
ENSG00010001736,GENE1737,12.46,-0.0889,0.3027,7.690e-1,9.434e-1
ENSG00010001737,GENE1738,253.78,-0.2996,0.2211,1.755e-1,4.963e-1
ENSG00010001738,GENE1739,1087.50,2.2886,0.2015,1.000e-300,1.471e-299
ENSG00010001739,GENE1740,17.72,0.1387,0.1346,3.028e-1,6.660e-1
ENSG00010001740,GENE1741,1507.78,-0.5459,0.1994,6.198e-3,3.890e-2
ENSG00010001741,GENE1742,1895.96,-0.6358,0.2756,2.105e-2,1.120e-1
ENSG00010001742,GENE1743,4.21,-0.1503,0.1458,3.028e-1,6.660e-1
ENSG00010001743,GENE1744,5.19,-0.1553,0.1465,2.890e-1,6.554e-1
ENSG00010001744,GENE1745,2618.18,0.2675,0.1487,7.194e-2,2.901e-1
ENSG00010001745,GENE1746,1034.46,0.2393,0.2570,3.518e-1,7.111e-1
ENSG00010001746,GENE1747,3.75,-1.6974,0.1376,1.000e-300,1.471e-299
ENSG00010001747,GENE1748,4.07,-1.7079,0.1883,1.000e-300,1.471e-299
ENSG00010001748,GENE1749,3.37,-0.1502,0.1026,1.434e-1,4.449e-1
ENSG00010001749,GENE1750,1554.92,-0.1772,0.2884,5.390e-1,8.423e-1
ENSG00010001750,GENE1751,321.51,0.2141,0.3010,4.769e-1,8.025e-1
ENSG00010001751,GENE1752,87.47,-0.1947,0.3111,5.314e-1,8.385e-1
ENSG00010001752,GENE1753,103.67,-0.5494,0.2468,2.601e-2,1.311e-1
ENSG00010001753,GENE1754,2956.80,-0.0548,0.3194,8.638e-1,9.620e-1
ENSG00010001754,GENE1755,3748.59,-0.5802,0.1518,1.326e-4,1.087e-3
ENSG00010001755,GENE1756,1971.04,0.3160,0.1804,7.979e-2,3.109e-1
ENSG00010001756,GENE1757,1634.78,0.3220,0.2464,1.913e-1,5.151e-1
ENSG00010001757,GENE1758,175.64,0.5147,0.1651,1.825e-3,1.293e-2
ENSG00010001758,GENE1759,2069.14,-2.0566,0.0852,1.000e-300,1.471e-299
ENSG00010001759,GENE1760,588.93,-0.9980,0.3249,2.128e-3,1.489e-2
ENSG00010001760,GENE1761,11.17,-0.2160,0.1322,1.023e-1,3.665e-1
ENSG00010001761,GENE1762,36.55,0.1924,0.3239,5.526e-1,8.497e-1
ENSG00010001762,GENE1763,271.81,0.0171,0.2829,9.517e-1,9.838e-1
ENSG00010001763,GENE1764,374.19,-0.2171,0.2214,3.269e-1,6.888e-1
ENSG00010001764,GENE1765,24.89,-2.0016,0.2092,1.000e-300,1.471e-299
ENSG00010001765,GENE1766,711.10,-0.4296,0.1754,1.432e-2,8.092e-2
ENSG00010001766,GENE1767,205.29,0.0616,0.0533,2.479e-1,5.983e-1
ENSG00010001767,GENE1768,233.81,0.1860,0.3145,5.543e-1,8.509e-1
ENSG00010001768,GENE1769,10.84,0.1058,0.2970,7.217e-1,9.240e-1
ENSG00010001769,GENE1770,1382.40,-0.1859,0.1773,2.944e-1,6.582e-1
ENSG00010001770,GENE1771,15.99,2.6564,0.1724,1.000e-300,1.471e-299
ENSG00010001771,GENE1772,48.82,0.2184,0.1645,1.842e-1,5.060e-1
ENSG00010001772,GENE1773,1743.29,-0.7839,0.2703,3.730e-3,2.481e-2
ENSG00010001773,GENE1774,398.86,0.6458,0.2121,2.332e-3,1.608e-2
ENSG00010001774,GENE1775,2105.89,-0.0964,0.2113,6.483e-1,8.877e-1
ENSG00010001775,GENE1776,39.71,-0.4245,0.3064,1.659e-1,4.851e-1
ENSG00010001776,GENE1777,16.33,-0.3752,0.2180,8.524e-2,3.270e-1
ENSG00010001777,GENE1778,453.33,-1.8640,0.2407,9.770e-15,1.351e-13
ENSG00010001778,GENE1779,145.61,-0.4023,0.2157,6.214e-2,2.622e-1
ENSG00010001779,GENE1780,48.14,0.0961,0.2343,6.817e-1,9.055e-1
ENSG00010001780,GENE1781,87.55,-0.0271,0.2415,9.108e-1,9.741e-1
ENSG00010001781,GENE1782,100.43,1.7215,0.2474,3.470e-12,4.284e-11
ENSG00010001782,GENE1783,8.76,-0.2232,0.3898,5.670e-1,8.581e-1
ENSG00010001783,GENE1784,297.37,0.3687,0.2570,1.514e-1,4.573e-1
ENSG00010001784,GENE1785,1873.08,0.2867,0.2744,2.962e-1,6.606e-1
ENSG00010001785,GENE1786,293.36,2.0490,0.1370,1.000e-300,1.471e-299
ENSG00010001786,GENE1787,401.53,-0.0526,0.2359,8.235e-1,9.517e-1
ENSG00010001787,GENE1788,112.43,0.1191,0.2469,6.295e-1,8.825e-1
ENSG00010001788,GENE1789,7.42,-0.2765,0.1901,1.460e-1,4.473e-1
ENSG00010001789,GENE1790,116.06,-0.0715,0.1574,6.497e-1,8.888e-1
